Date,Description,Original Description,Category,Amount,Status
2022-07-05,"Ace Hardware","WINDSOR ACE HDWE         WINDSOR      CO",Home Improvement,-18.14,Posted
2022-07-05,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-17.05,Posted
2022-07-05,"Ace Hardware","WINDSOR ACE HDWE         WINDSOR      CO",Home Improvement,-16.02,Posted
2022-07-05,"Spotify","SPOTIFY                  877-778-1161 NY",Music,-10.67,Posted
2022-07-05,"Torchys Collins","044 TORCHYS FT COLLINS   FORT COLLINS CO",Restaurants,-10.42,Posted
2022-07-05,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-9.28,Posted
2022-07-05,"Hulu","HLU*Hulu 280249440222-U  HULU.COM/BILLCA",Television,-7.52,Posted
2022-07-05,"Wendy's","WENDY'S #11966           TIMNATH      CO",Fast Food,-6.92,Posted
2022-07-05,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-5.82,Posted
2022-07-05,"Wendy's","WENDY'S #11966           TIMNATH      CO",Fast Food,-5.53,Posted
2022-07-05,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-5.24,Posted
2022-07-05,"Walmart","Wal-Mart Super Center    TIMNATH      CO",Shopping,-4.18,Posted
2022-07-05,"King Soopers","KING SOOPERS #01 1520 MAIWINDSOR      CO",Groceries,-3.71,Posted
2022-07-05,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-2.99,Posted
2022-07-05,"ATM Fee Rebate","ATM REBATE",Atm Fee,2.25,Posted
2022-07-01,"AT&T","ATT              Payment    ***********PAYE",Utilities,-209.93,Posted
2022-07-01,"King Soopers","KING SOOP 1520 MAIN ST   WINDSOR      CO",Groceries,-238.77,Posted
2022-07-01,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-07-01,"Old Navy","OLD NAVY US 5199         FORT COLLINS CO",Clothing,-183.08,Posted
2022-07-01,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-100.00,Posted
2022-07-01,"The Honest Company","THE HONEST COMPANY, INC. 310-917-9199 CA",Shopping,-85.41,Posted
2022-07-01,"Xpress W 4th Ave","74 XPRESS325 W 4TH AVE   SEVERANCE    CO",Gas,-20.00,Posted
2022-07-01,"FreshBooks","FRESHBOOKS               416-4816946  DE",Business Services,-15.00,Posted
2022-07-01,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-10.37,Posted
2022-07-01,"Docker Inv F Ee Dockca","DOCKER:INV-19F9EE09-50   HTTPSWWW.DOCKCA",Internet,-7.00,Posted
2022-06-30,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-34.14,Posted
2022-06-30,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-33.32,Posted
2022-06-30,"McDonald's","MCDONALD'S F11148        FORT COLLINS CO",Fast Food,-11.89,Posted
2022-06-30,"Spotify","SPOTIFY                  877-778-1161 NY",Music,-10.58,Posted
2022-06-29,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-29.00,Posted
2022-06-29,"Amazon","AMZN Mktp US*UN85I5UO3   AMZN.COM/BILLWA",Shopping,-23.29,Posted
2022-06-29,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-10.00,Posted
2022-06-29,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-7.47,Posted
2022-06-29,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-29,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-29,"Colorado State U Payroll","COLORADO STATE U Payroll    ***********41-5",Paycheck,2012.37,Posted
2022-06-29,"Colorado State U Ap","Colorado State U AP         ***********0941",Paycheck,1000.00,Posted
2022-06-28,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-20.00,Posted
2022-06-28,"Xbox Game Pass Ultimate","MICROSOFT*ULTIMATE 1 MONTMSBILL.INFO  WA",Entertainment,-16.23,Posted
2022-06-28,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-28,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-27,"Expedited Mail Fee","EXPEDITED MAIL FEE",Fees Charges,-8.00,Posted
2022-06-27,"Expedited Mail Fee","EXPEDITED MAIL FEE",Fees Charges,-8.00,Posted
2022-06-27,"Walmart","WAL-MART #45994500 WEITZETIMNATH      CO",Shopping,-302.73,Posted
2022-06-27,"Hobby Lobby","HOBBYLOBBY4106 S COLLEGE FORT COLLINS CO",Hobbies,-138.64,Posted
2022-06-27,"Red Lobster","RED LOBSTER 0393         FORT COLLINS CO",Restaurants,-111.28,Posted
2022-06-27,"Costco","COSTCO WHSE #1178        TIMNATH      CO",Shopping,-101.84,Posted
2022-06-27,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-100.00,Posted
2022-06-27,"HelloFresh","PP*HELLOFRESH            402-935-7733 NY",Groceries,-72.30,Posted
2022-06-27,"Main","KR0023321201   MAIN ST   WINDSOR      CO",Cash,-60.00,Posted
2022-06-27,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-39.99,Posted
2022-06-27,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-21.63,Posted
2022-06-27,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-20.66,Posted
2022-06-27,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-17.96,Posted
2022-06-27,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-16.27,Posted
2022-06-27,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-15.84,Posted
2022-06-27,"Breeze Thru S College","Breeze Thru S College    FORT COLLINS CO",Service Parts,-15.00,Posted
2022-06-27,"Subway","Subway 39181             TIMNATH      CO",Fast Food,-12.69,Posted
2022-06-27,"Loaf 'N Jug","LOAF N JUG #08481201 MAINWINDSOR      CO",Gas,-9.18,Posted
2022-06-27,"Ignite Smoke and Vapor","IGNITE SMOKE AND VAPOR   WINDSOR      CO",Shopping,-5.76,Posted
2022-06-27,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-27,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-24,"Zelle Transfer to Montessori Academy","Zelle: Montessori Academy",Transfer,-700.00,Posted
2022-06-24,"Amazon","AMZN Mktp US*3B5HD1GR3   AMZN.COM/BILLWA",Shopping,-46.05,Posted
2022-06-24,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-29.48,Posted
2022-06-23,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-23,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********9Q8J",Paycheck,3827.84,Posted
2022-06-22,"Pet Supplies Plus","Pet Supplies Plus 4063   FT. COLLINS  CO",Pet Food Supplies,-59.59,Posted
2022-06-22,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008         WINDSOR      CO",Fast Food,-12.33,Posted
2022-06-22,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-7.15,Posted
2022-06-22,"Csu Sweet Temptations","CSU SWEET TEMPTATIONS    FORT COLLINS CO",Fast Food,-3.47,Posted
2022-06-22,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-22,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-21,"PayPal Purchase","PAYPAL           INST XFER  *********** CBS",Uncategorized,-5.40,Posted
2022-06-21,"Walmart","WM SUPERCENTER #Wal-Mart TIMNATH      CO",Shopping,-680.83,Posted
2022-06-21,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-37.59,Posted
2022-06-21,"Subway","Subway 39181             TIMNATH      CO",Fast Food,-30.26,Posted
2022-06-21,"Amazon","AMZN Mktp US*8Y0NC3DI3   AMZN.COM/BILLWA",Shopping,-27.43,Posted
2022-06-21,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-25.42,Posted
2022-06-21,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-22.71,Posted
2022-06-21,"The Human Bean","TST* THE HUMAN BEAN - WINWINDSOR      CO",Coffee Shops,-20.52,Posted
2022-06-21,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-20.00,Posted
2022-06-21,"Functioninc","PAYPAL *FUNCTIONINC      402-935-7733 NY",Personal Care,-15.87,Posted
2022-06-21,"Netflix","Netflix.com              NETFLIX.COM  CA",Television,-15.49,Posted
2022-06-21,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-15.47,Posted
2022-06-21,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-9.65,Posted
2022-06-21,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-7.74,Posted
2022-06-21,"Wendy's","WENDY'S #11966           TIMNATH      CO",Fast Food,-6.38,Posted
2022-06-21,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-6.17,Posted
2022-06-21,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-6.14,Posted
2022-06-21,"USAA Credit Card Cash Advance","CC ADVANCE - USAA.COM",Transfer,500.00,Posted
2022-06-17,"Suehiro Japanese Restaurafort","SUEHIRO JAPANESE RESTAURAFORT COLLINS CO",Restaurants,-107.60,Posted
2022-06-17,"Sephora","492 - SEPHORA 2720 COU   FT. COLLINS  CO",Personal Care,-75.85,Posted
2022-06-17,"The Economist","THE ECONOMIST            442-075-7685 NY",Shopping,-71.00,Posted
2022-06-17,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-66.14,Posted
2022-06-17,"US Postal Service","USPS PO 07975603 215 6TH WINDSOR      CO",Shipping,-26.49,Posted
2022-06-17,"Disney+","Disney Plus              BURBANK      CA",Television,-8.60,Posted
2022-06-17,"Google Drive","GOOGLE *Google Storage   855-836-3987 CA",Electronics Software,-1.99,Posted
2022-06-16,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2022-06-16,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-32.43,Posted
2022-06-16,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-25.00,Posted
2022-06-15,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********AV0Q",Credit Card Payment,-150.00,Posted
2022-06-15,"Synchrony Credit Card","SYNCHRONY BANK   PAYMENT    ***********5410",Credit Card Payment,-56.00,Posted
2022-06-15,"Merrick Bank Transfer","MERRICK BANK COR MOBILE PAY ***********8492",Transfer,-41.00,Posted
2022-06-15,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-30.00,Posted
2022-06-15,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********BV8P",Credit Card Payment,-25.00,Posted
2022-06-15,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-300.00,Posted
2022-06-15,"Amazon","AMZN Mktp US*3O19U9QA3   AMZN.COM/BILLWA",Shopping,-21.16,Posted
2022-06-15,"Google Drive","GOOGLE *Google Storage   G.CO/HELPPAY#CA",Electronics Software,-9.99,Posted
2022-06-14,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-650.00,Posted
2022-06-14,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-235.00,Posted
2022-06-14,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-06-14,"Walmart","WM SUPERCENTER #Wal-Mart TIMNATH      CO",Shopping,-63.02,Posted
2022-06-14,"Bank W 4th","TBK BANK SSB399 W 4TH AVESEVERANCE    CO",Cash,-63.00,Posted
2022-06-14,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-39.00,Posted
2022-06-14,"Adobe","PP*ADOBE INC             402-935-7733 CA",Electronics Software,-29.99,Posted
2022-06-14,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-11.67,Posted
2022-06-14,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-6.49,Posted
2022-06-14,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.00,Posted
2022-06-13,"Walmart","WAL-MART #45994500 WEITZETIMNATH      CO",Shopping,-106.80,Posted
2022-06-13,"Walmart","Wal-Mart Super Center4599TIMNATH      CO",Shopping,-64.47,Posted
2022-06-13,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-20.06,Posted
2022-06-13,"Walmart","WM SUPERC Wal-Mart Sup   TIMNATH      CO",Shopping,-16.44,Posted
2022-06-13,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-15.99,Posted
2022-06-13,"Rush Bowls Httpsorder Ruco","RUSH BOWLS 3             HTTPSORDER.RUCO",Restaurants,-12.33,Posted
2022-06-13,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-11.56,Posted
2022-06-13,"Wendy's","WENDY'S #11966           TIMNATH      CO",Fast Food,-8.82,Posted
2022-06-13,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-7.57,Posted
2022-06-13,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-7.34,Posted
2022-06-13,"Hackmd Io Httpshackmd Ide","HACKMD.IO                HTTPSHACKMD.IDE",Electronics Software,-4.00,Posted
2022-06-13,"Redbock Direct Deposit","REDBOCK          DIRECT DEP ***********1Q8J",Paycheck,2997.83,Posted
2022-06-13,"USAA Credit Card Cash Advance","CC ADVANCE - USAA.COM",Transfer,200.00,Posted
2022-06-09,"Dollar General","DOLLAR GENERAL #DG 2             060822",Shopping,-23.56,Posted
2022-06-09,"Dollar General","DOLLAR GENERAL #DG 2             060822",Shopping,-23.09,Posted
2022-06-09,"Ignite Smoke and Vap","IGNITE SMOKE AND VAP             060822",Shopping,-10.56,Posted
2022-06-09,"ParkMobile","PARKMOBILE                       060922",Parking,-3.20,Posted
2022-06-09,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,60.00,Posted
2022-06-08,"Smokin Fins","TST* Smokin Fins - F             060722",Restaurants,-73.78,Posted
2022-06-08,"Jimmy John's","JIMMY JOHNS - 3722               060722",Fast Food,-10.98,Posted
2022-06-08,"Csu Sweet Temptation","CSU SWEET TEMPTATION             060722",Fast Food,-5.80,Posted
2022-06-08,"Empire","EMPIRE 3591                      060822",Gas,-2.46,Posted
2022-06-08,"Loaf 'N Jug","LOAF N JUG # 08292 W             060822",Gas,-2.19,Posted
2022-06-07,"Walmart","WAL-MART #45994500 W             060722",Shopping,-26.60,Posted
2022-06-07,"ParkMobile","PARKMOBILE                       060722",Parking,-3.20,Posted
2022-06-07,"ParkMobile","PARKMOBILE                       060722",Parking,-3.20,Posted
2022-06-06,"Mr. Cooper","Nationstar dba   Mr Cooper  ***********8302",Mortgage Payment,-1879.35,Posted
2022-06-06,"HelloFresh","PP*HELLOFRESH                    060422",Groceries,-72.30,Posted
2022-06-06,"Walmart","WAL-MART #45994500 W             060622",Shopping,-68.32,Posted
2022-06-06,"Pet Supplies Plus","PET SUPPLIES PLUS #4             060522",Pet Food Supplies,-68.24,Posted
2022-06-06,"Murphy USA","MURPHY7494ATWAL                  060622",Gas,-62.39,Posted
2022-06-06,"Lowe's","LOWE'S #2697                     060522",Home Improvement,-48.63,Posted
2022-06-06,"Dollar General","DOLLAR GENERAL #DG 2             060422",Shopping,-33.09,Posted
2022-06-06,"Burger King","BURGER KING #25525               060222",Fast Food,-31.68,Posted
2022-06-06,"Walmart","WAL-MART #4599                   060622",Shopping,-21.48,Posted
2022-06-06,"A&W","KFC/AW #496                      060522",Fast Food,-18.47,Posted
2022-06-06,"Starbucks","STARBUCKS STORE 2620             060522",Coffee Shops,-13.39,Posted
2022-06-06,"Raising Cane's","RAISING CANE'S #324              060422",Fast Food,-10.74,Posted
2022-06-06,"Spotify","SPOTIFY                          060522",Music,-10.67,Posted
2022-06-06,"Starbucks","STARBUCKS 800-782-72             060422",Coffee Shops,-10.00,Posted
2022-06-06,"Starbucks","STARBUCKS 800-782-72             060522",Coffee Shops,-10.00,Posted
2022-06-06,"Dollar General","DOLLAR GENERAL #DG 2             060422",Shopping,-9.90,Posted
2022-06-06,"Peculier Ales","PECULIER ALES                    060222",Alcohol Bars,-9.60,Posted
2022-06-06,"Vatos Tacos & Tequil","VATOS TACOS & TEQUIL             060422",Fast Food,-9.55,Posted
2022-06-06,"Taco Bell","TACO BELL 036116                 060522",Fast Food,-9.47,Posted
2022-06-06,"Peculier Ales","PECULIER ALES                    060222",Alcohol Bars,-8.40,Posted
2022-06-06,"Lamars Donuts","LAMARS DONUTS 38                 060322",Fast Food,-8.35,Posted
2022-06-06,"HelloFresh","PP*HELLOFRESH                    060422",Groceries,-8.27,Posted
2022-06-06,"Hulu","HLU*Hulu 28024944065             060422",Television,-7.52,Posted
2022-06-06,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              060122",Alcohol Bars,-6.33,Posted
2022-06-06,"HelloFresh","PP*HELLOFRESH                    060422",Groceries,-6.23,Posted
2022-06-06,"Csu Parking","CSU PARKING                      060322",Parking,-5.00,Posted
2022-06-06,"Xpress W 4th","74 XPRESS325 W 4TH A             060522",Gas,-4.99,Posted
2022-06-06,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,300.00,Posted
2022-06-03,"Amazon Web Services","Amazon web services              060322",Hosting,-56.67,Posted
2022-06-03,"Target","TARGET ST 460 South              060322",Shopping,-36.57,Posted
2022-06-03,"Starbucks","STARBUCKS 800-782-72             060322",Coffee Shops,-15.00,Posted
2022-06-03,"Apple","APPLE.COM/BILL                   060322",Entertainment,-10.37,Posted
2022-06-03,"Apple","APPLE.COM/BILL                   060322",Entertainment,-2.99,Posted
2022-06-03,"Murphy USA","MURPHY7494ATWAL                  060322",Gas,-2.55,Posted
2022-06-03,"ParkMobile","PARKMOBILE                       060322",Parking,-1.70,Posted
2022-06-03,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,30.00,Posted
2022-06-02,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-300.00,Posted
2022-06-02,"Dollar General","DOLLAR GENERAL #DG 2             060222",Shopping,-53.90,Posted
2022-06-02,"Murphy USA","MURPHY7494ATWAL                  060222",Gas,-43.72,Posted
2022-06-02,"SiriusXM","SXM*SIRIUSXM.COM/ACC             060222",Music,-30.04,Posted
2022-06-02,"Panera Bread","PANERA BREAD #202433             060122",Fast Food,-13.22,Posted
2022-06-02,"Apple","APPLE.COM/BILL                   060122",Entertainment,-9.33,Posted
2022-06-02,"Burger King","BURGER KING #18249               053122",Fast Food,-9.19,Posted
2022-06-02,"Loaf 'N Jug","LOAF N JUG # 0811601             060222",Gas,-5.99,Posted
2022-06-02,"Ignite Smoke and Vap","IGNITE SMOKE AND VAP             060122",Shopping,-3.84,Posted
2022-06-02,"ParkMobile","PARKMOBILE                       060222",Parking,-3.20,Posted
2022-06-02,"ParkMobile","PARKMOBILE                       060222",Parking,-3.20,Posted
2022-06-02,"Google","GOOGLE *Google Stora             060222",Bills Utilities,9.99,Posted
2022-06-02,"Google","GOOGLE *Google Stora             060222",Bills Utilities,9.99,Posted
2022-06-02,"Google","GOOGLE *Google Stora             060222",Bills Utilities,9.99,Posted
2022-06-01,"AT&T","ATT              Payment    ***********PAYA",Utilities,-197.79,Posted
2022-06-01,"Xcel Energy","XCEL ENERGY-PSCO XCELENERGY ***********6208",Utilities,-55.00,Posted
2022-06-01,"Amazon","AMZN Mktp US*1X3MI1E             053122",Shopping,-106.82,Posted
2022-06-01,"Sally Beauty","SALLY BEAUTY #38 284             060122",Personal Care,-16.87,Posted
2022-06-01,"Amazon","Amazon.com*1X6RK1GD0             060122",Shopping,-16.40,Posted
2022-06-01,"Amazon","AMZN Mktp US*1X4HR9G             060122",Shopping,-11.64,Posted
2022-06-01,"Chick-fil-A","CHICK-FIL-A #03676               053022",Fast Food,-9.17,Posted
2022-06-01,"Docker Inv Be","DOCKER:INV-BE1D2D42-             060122",Internet,-7.00,Posted
2022-06-01,"Csu Sweet Temptation","CSU SWEET TEMPTATION             053122",Fast Food,-6.18,Posted
2022-06-01,"ParkMobile","PARKMOBILE                       060122",Parking,-3.20,Posted
2022-06-01,"ParkMobile","PARKMOBILE                       060122",Parking,-3.20,Posted
2022-06-01,"Colorado State U Ap Payment","Colorado State U AP Payment ***********0941",Uncategorized,301.13,Posted
2022-05-31,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********M2KQ",Credit Card Payment,-350.00,Posted
2022-05-31,"PayPal Purchase","PAYPAL           INST XFER  ***********0173",Uncategorized,-174.00,Posted
2022-05-31,"Credit One Bank","Credit One Bank  Payment    ***********9126",Transfer,-140.74,Posted
2022-05-31,"Capital One Credit Card","CAPITAL ONE      MOBILE PMT ***********0BU1",Credit Card Payment,-120.00,Posted
2022-05-31,"Lumen","LumenCenturyLink SPEEDPAY   ***********CHEY",Bills Utilities,-65.59,Posted
2022-05-31,"PayPal Purchase","PAYPAL           INST XFER  ***********8950",Uncategorized,-61.00,Posted
2022-05-31,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********0540",Credit Card Payment,-29.00,Posted
2022-05-31,"Chase S College","CHASE2000 S COLLEGE              053122",Cash,-503.50,Posted
2022-05-31,"Zelle Transfer to Corina Yanes","Zelle: Corina Yanes",Transfer,-400.00,Posted
2022-05-31,"USAA Insurance Payment","USAA INSURANCE PAYMENT",Financial,-242.29,Posted
2022-05-31,"USAA Loan Payment","USAA LOAN PAYMENT",Transfer,-234.72,Posted
2022-05-31,"Amazon","AMZN Mktp US*6I7CN9P             052722",Shopping,-103.75,Posted
2022-05-31,"USAA Credit Card","USAA CREDIT CARD PAYMENT",Credit Card Payment,-100.00,Posted
2022-05-31,"Town of Severance","TOWN OF SEVERANCE                053122",Utilities,-100.00,Posted
2022-05-31,"BJ's Restaurant","BJ'S RESTAURANTS 539             053022",Restaurants,-75.16,Posted
2022-05-31,"HelloFresh","PP*HELLOFRESH                    052822",Groceries,-72.30,Posted
2022-05-31,"King Soopers","KING SOOP 1520 MAIN              052922",Groceries,-55.28,Posted
2022-05-31,"Murphy USA","MURPHY EXPRESS                   052822",Gas,-54.84,Posted
2022-05-31,"Modern Market","MODERN MARKET - 034              052722",Restaurants,-41.03,Posted
2022-05-31,"Perrys Vac & Sew","PERRYS VAC & SEW4875             053122",Furnishings,-39.99,Posted
2022-05-31,"Sport Clips","SPORT CLIPS - CO304              052822",Hair,-37.00,Posted
2022-05-31,"Walmart","WAL-MART #4599                   053122",Shopping,-24.97,Posted
2022-05-31,"Scotch Pine Liquor","SCOTCH PINE LIQUOR,              052922",Alcohol Bars,-21.60,Posted
2022-05-31,"Walmart","WM SUPERC Wal-Mart S             053022",Shopping,-19.45,Posted
2022-05-31,"Xbox Game Pass Ultimate","Microsoft*Ultimate 1             052822",Entertainment,-16.23,Posted
